app_instance_id,base_app_id,env,app_type,RTO_hours,RPO_minutes,financial_impact_k_per_hour,regulatory,customer_impact,BCP_score,BCP_tier,BCP_rationale
APP_127-prod,APP_127,prod,backend,6.33,175,394.92,False,10,7.23,Business Critical,"RTO=6.33h, RPO=175m, $impact=394.92k/hr, regulatory=False, customer_impact=10 -> BCP 7.23 (Business Critical)"
APP_127-nonprod,APP_127,nonprod,backend,37.32,273,0.98,False,8,5.29,Business Operational,"RTO=37.32h, RPO=273m, $impact=0.98k/hr, regulatory=False, customer_impact=8 -> BCP 5.29 (Business Operational)"
APP_128-prod,APP_128,prod,backend,38.59,253,3.1,False,2,4.56,Business Operational,"RTO=38.59h, RPO=253m, $impact=3.1k/hr, regulatory=False, customer_impact=2 -> BCP 4.56 (Business Operational)"
APP_128-nonprod,APP_128,nonprod,backend,25.69,873,143.52,False,5,5.66,Business Operational,"RTO=25.69h, RPO=873m, $impact=143.52k/hr, regulatory=False, customer_impact=5 -> BCP 5.66 (Business Operational)"
APP_129-prod,APP_129,prod,backend,0.42,20,1.37,False,8,6.14,Business Operational,"RTO=0.42h, RPO=20m, $impact=1.37k/hr, regulatory=False, customer_impact=8 -> BCP 6.14 (Business Operational)"
APP_129-nonprod,APP_129,nonprod,backend,65.44,1261,2.16,False,4,4.38,Non-Critical,"RTO=65.44h, RPO=1261m, $impact=2.16k/hr, regulatory=False, customer_impact=4 -> BCP 4.38 (Non-Critical)"
APP_130-prod,APP_130,prod,backend,26.49,1394,62.22,False,6,5.53,Business Operational,"RTO=26.49h, RPO=1394m, $impact=62.22k/hr, regulatory=False, customer_impact=6 -> BCP 5.53 (Business Operational)"
APP_130-nonprod,APP_130,nonprod,backend,67.66,466,3.21,False,7,5.07,Business Operational,"RTO=67.66h, RPO=466m, $impact=3.21k/hr, regulatory=False, customer_impact=7 -> BCP 5.07 (Business Operational)"
APP_131-prod,APP_131,prod,backend,48.91,1198,90.18,False,4,5.19,Business Operational,"RTO=48.91h, RPO=1198m, $impact=90.18k/hr, regulatory=False, customer_impact=4 -> BCP 5.19 (Business Operational)"
APP_131-nonprod,APP_131,nonprod,backend,47.22,627,2.8,False,5,4.78,Business Operational,"RTO=47.22h, RPO=627m, $impact=2.8k/hr, regulatory=False, customer_impact=5 -> BCP 4.78 (Business Operational)"
APP_132-prod,APP_132,prod,backend,16.99,1366,8.81,False,1,4.49,Non-Critical,"RTO=16.99h, RPO=1366m, $impact=8.81k/hr, regulatory=False, customer_impact=1 -> BCP 4.49 (Non-Critical)"
APP_132-nonprod,APP_132,nonprod,backend,7.4,1220,0.25,False,3,4.55,Business Operational,"RTO=7.4h, RPO=1220m, $impact=0.25k/hr, regulatory=False, customer_impact=3 -> BCP 4.55 (Business Operational)"
APP_133-prod,APP_133,prod,backend,63.86,83,2.22,False,5,4.96,Business Operational,"RTO=63.86h, RPO=83m, $impact=2.22k/hr, regulatory=False, customer_impact=5 -> BCP 4.96 (Business Operational)"
APP_133-nonprod,APP_133,nonprod,backend,28.37,258,211.53,False,3,5.64,Business Operational,"RTO=28.37h, RPO=258m, $impact=211.53k/hr, regulatory=False, customer_impact=3 -> BCP 5.64 (Business Operational)"
APP_134-prod,APP_134,prod,backend,13.59,647,4.4,False,9,5.75,Business Operational,"RTO=13.59h, RPO=647m, $impact=4.4k/hr, regulatory=False, customer_impact=9 -> BCP 5.75 (Business Operational)"
APP_134-nonprod,APP_134,nonprod,backend,33.09,431,98.66,False,3,5.35,Business Operational,"RTO=33.09h, RPO=431m, $impact=98.66k/hr, regulatory=False, customer_impact=3 -> BCP 5.35 (Business Operational)"
APP_135-prod,APP_135,prod,backend,23.66,1170,7.52,False,5,5.01,Business Operational,"RTO=23.66h, RPO=1170m, $impact=7.52k/hr, regulatory=False, customer_impact=5 -> BCP 5.01 (Business Operational)"
APP_135-nonprod,APP_135,nonprod,backend,68.3,1418,7.03,False,6,4.85,Business Operational,"RTO=68.3h, RPO=1418m, $impact=7.03k/hr, regulatory=False, customer_impact=6 -> BCP 4.85 (Business Operational)"
APP_136-prod,APP_136,prod,backend,38.92,1392,185.17,False,8,5.98,Business Operational,"RTO=38.92h, RPO=1392m, $impact=185.17k/hr, regulatory=False, customer_impact=8 -> BCP 5.98 (Business Operational)"
APP_136-nonprod,APP_136,nonprod,backend,19.5,934,313.67,False,3,5.58,Business Operational,"RTO=19.5h, RPO=934m, $impact=313.67k/hr, regulatory=False, customer_impact=3 -> BCP 5.58 (Business Operational)"
APP_137-prod,APP_137,prod,backend,61.21,1230,1.38,False,8,4.94,Business Operational,"RTO=61.21h, RPO=1230m, $impact=1.38k/hr, regulatory=False, customer_impact=8 -> BCP 4.94 (Business Operational)"
APP_137-nonprod,APP_137,nonprod,backend,65.37,237,5.62,False,6,5.14,Business Operational,"RTO=65.37h, RPO=237m, $impact=5.62k/hr, regulatory=False, customer_impact=6 -> BCP 5.14 (Business Operational)"
APP_138-prod,APP_138,prod,backend,33.58,522,0.13,True,4,4.62,Business Operational,"RTO=33.58h, RPO=522m, $impact=0.13k/hr, regulatory=True, customer_impact=4 -> BCP 4.62 (Business Operational)"
APP_138-nonprod,APP_138,nonprod,backend,18.5,1432,3.16,True,6,5.16,Business Operational,"RTO=18.5h, RPO=1432m, $impact=3.16k/hr, regulatory=True, customer_impact=6 -> BCP 5.16 (Business Operational)"
APP_139-prod,APP_139,prod,backend,60.74,946,146.39,True,6,5.72,Business Operational,"RTO=60.74h, RPO=946m, $impact=146.39k/hr, regulatory=True, customer_impact=6 -> BCP 5.72 (Business Operational)"
APP_139-nonprod,APP_139,nonprod,backend,60.08,1011,0.36,False,4,4.26,Non-Critical,"RTO=60.08h, RPO=1011m, $impact=0.36k/hr, regulatory=False, customer_impact=4 -> BCP 4.26 (Non-Critical)"
APP_140-prod,APP_140,prod,backend,2.37,141,1.06,False,6,5.71,Business Operational,"RTO=2.37h, RPO=141m, $impact=1.06k/hr, regulatory=False, customer_impact=6 -> BCP 5.71 (Business Operational)"
APP_140-nonprod,APP_140,nonprod,backend,52.91,774,0.28,False,5,4.48,Non-Critical,"RTO=52.91h, RPO=774m, $impact=0.28k/hr, regulatory=False, customer_impact=5 -> BCP 4.48 (Non-Critical)"
APP_141-prod,APP_141,prod,backend,5.34,621,149.83,False,6,6.24,Business Operational,"RTO=5.34h, RPO=621m, $impact=149.83k/hr, regulatory=False, customer_impact=6 -> BCP 6.24 (Business Operational)"
APP_141-nonprod,APP_141,nonprod,backend,65.36,871,0.12,False,7,4.68,Business Operational,"RTO=65.36h, RPO=871m, $impact=0.12k/hr, regulatory=False, customer_impact=7 -> BCP 4.68 (Business Operational)"
APP_142-prod,APP_142,prod,backend,12.05,635,28.79,False,9,6.15,Business Operational,"RTO=12.05h, RPO=635m, $impact=28.79k/hr, regulatory=False, customer_impact=9 -> BCP 6.15 (Business Operational)"
APP_142-nonprod,APP_142,nonprod,backend,48.51,150,791.8,True,3,6.01,Business Operational,"RTO=48.51h, RPO=150m, $impact=791.8k/hr, regulatory=True, customer_impact=3 -> BCP 6.01 (Business Operational)"
APP_143-prod,APP_143,prod,backend,37.51,1423,16.47,False,10,5.77,Business Operational,"RTO=37.51h, RPO=1423m, $impact=16.47k/hr, regulatory=False, customer_impact=10 -> BCP 5.77 (Business Operational)"
APP_143-nonprod,APP_143,nonprod,backend,46.5,1413,1.03,True,2,4.18,Non-Critical,"RTO=46.5h, RPO=1413m, $impact=1.03k/hr, regulatory=True, customer_impact=2 -> BCP 4.18 (Non-Critical)"
APP_144-prod,APP_144,prod,backend,26.14,1063,32.59,False,5,5.3,Business Operational,"RTO=26.14h, RPO=1063m, $impact=32.59k/hr, regulatory=False, customer_impact=5 -> BCP 5.3 (Business Operational)"
APP_144-nonprod,APP_144,nonprod,backend,25.28,92,15.28,False,7,5.84,Business Operational,"RTO=25.28h, RPO=92m, $impact=15.28k/hr, regulatory=False, customer_impact=7 -> BCP 5.84 (Business Operational)"
APP_145-prod,APP_145,prod,backend,56.54,685,60.47,False,6,5.48,Business Operational,"RTO=56.54h, RPO=685m, $impact=60.47k/hr, regulatory=False, customer_impact=6 -> BCP 5.48 (Business Operational)"
APP_145-nonprod,APP_145,nonprod,backend,6.42,1124,6.77,False,4,5.15,Business Operational,"RTO=6.42h, RPO=1124m, $impact=6.77k/hr, regulatory=False, customer_impact=4 -> BCP 5.15 (Business Operational)"
APP_146-prod,APP_146,prod,backend,0.6,1,541.36,False,5,6.87,Business Critical,"RTO=0.6h, RPO=1m, $impact=541.36k/hr, regulatory=False, customer_impact=5 -> BCP 6.87 (Business Critical)"
APP_146-nonprod,APP_146,nonprod,backend,40.01,387,103.08,False,5,5.63,Business Operational,"RTO=40.01h, RPO=387m, $impact=103.08k/hr, regulatory=False, customer_impact=5 -> BCP 5.63 (Business Operational)"
APP_147-prod,APP_147,prod,backend,56.66,1250,2.13,True,4,4.55,Business Operational,"RTO=56.66h, RPO=1250m, $impact=2.13k/hr, regulatory=True, customer_impact=4 -> BCP 4.55 (Business Operational)"
APP_147-nonprod,APP_147,nonprod,backend,64.26,1078,378.92,False,7,5.91,Business Operational,"RTO=64.26h, RPO=1078m, $impact=378.92k/hr, regulatory=False, customer_impact=7 -> BCP 5.91 (Business Operational)"
APP_148-prod,APP_148,prod,backend,36.73,731,498.01,False,6,6.03,Business Operational,"RTO=36.73h, RPO=731m, $impact=498.01k/hr, regulatory=False, customer_impact=6 -> BCP 6.03 (Business Operational)"
APP_148-nonprod,APP_148,nonprod,backend,52.9,141,25.69,False,4,5.27,Business Operational,"RTO=52.9h, RPO=141m, $impact=25.69k/hr, regulatory=False, customer_impact=4 -> BCP 5.27 (Business Operational)"
APP_149-prod,APP_149,prod,backend,24.48,142,44.02,False,7,6.02,Business Operational,"RTO=24.48h, RPO=142m, $impact=44.02k/hr, regulatory=False, customer_impact=7 -> BCP 6.02 (Business Operational)"
APP_149-nonprod,APP_149,nonprod,backend,31.83,1002,2.55,True,6,5.06,Business Operational,"RTO=31.83h, RPO=1002m, $impact=2.55k/hr, regulatory=True, customer_impact=6 -> BCP 5.06 (Business Operational)"
APP_150-prod,APP_150,prod,backend,26.68,1437,1.25,False,7,4.95,Business Operational,"RTO=26.68h, RPO=1437m, $impact=1.25k/hr, regulatory=False, customer_impact=7 -> BCP 4.95 (Business Operational)"
APP_150-nonprod,APP_150,nonprod,backend,7.25,928,2.84,False,7,5.45,Business Operational,"RTO=7.25h, RPO=928m, $impact=2.84k/hr, regulatory=False, customer_impact=7 -> BCP 5.45 (Business Operational)"
APP_151-prod,APP_151,prod,backend,68.7,231,26.93,False,4,5.15,Business Operational,"RTO=68.7h, RPO=231m, $impact=26.93k/hr, regulatory=False, customer_impact=4 -> BCP 5.15 (Business Operational)"
APP_151-nonprod,APP_151,nonprod,backend,0.37,23,2.92,False,4,5.65,Business Operational,"RTO=0.37h, RPO=23m, $impact=2.92k/hr, regulatory=False, customer_impact=4 -> BCP 5.65 (Business Operational)"
APP_152-prod,APP_152,prod,backend,44.36,987,624.16,False,7,6.12,Business Operational,"RTO=44.36h, RPO=987m, $impact=624.16k/hr, regulatory=False, customer_impact=7 -> BCP 6.12 (Business Operational)"
APP_152-nonprod,APP_152,nonprod,backend,42.17,776,3.91,False,7,5.13,Business Operational,"RTO=42.17h, RPO=776m, $impact=3.91k/hr, regulatory=False, customer_impact=7 -> BCP 5.13 (Business Operational)"
APP_153-prod,APP_153,prod,backend,9.94,1067,9.91,False,5,5.28,Business Operational,"RTO=9.94h, RPO=1067m, $impact=9.91k/hr, regulatory=False, customer_impact=5 -> BCP 5.28 (Business Operational)"
APP_153-nonprod,APP_153,nonprod,backend,20.32,397,6.1,False,6,5.35,Business Operational,"RTO=20.32h, RPO=397m, $impact=6.1k/hr, regulatory=False, customer_impact=6 -> BCP 5.35 (Business Operational)"
APP_154-prod,APP_154,prod,backend,66.15,722,0.31,False,8,4.89,Business Operational,"RTO=66.15h, RPO=722m, $impact=0.31k/hr, regulatory=False, customer_impact=8 -> BCP 4.89 (Business Operational)"
APP_154-nonprod,APP_154,nonprod,backend,64.91,657,0.22,False,4,4.3,Non-Critical,"RTO=64.91h, RPO=657m, $impact=0.22k/hr, regulatory=False, customer_impact=4 -> BCP 4.3 (Non-Critical)"
APP_155-prod,APP_155,prod,backend,24.37,519,0.18,False,7,5.02,Business Operational,"RTO=24.37h, RPO=519m, $impact=0.18k/hr, regulatory=False, customer_impact=7 -> BCP 5.02 (Business Operational)"
APP_155-nonprod,APP_155,nonprod,backend,61.6,1033,512.03,False,5,5.69,Business Operational,"RTO=61.6h, RPO=1033m, $impact=512.03k/hr, regulatory=False, customer_impact=5 -> BCP 5.69 (Business Operational)"
APP_156-prod,APP_156,prod,backend,37.61,201,0.64,True,5,4.99,Business Operational,"RTO=37.61h, RPO=201m, $impact=0.64k/hr, regulatory=True, customer_impact=5 -> BCP 4.99 (Business Operational)"
APP_156-nonprod,APP_156,nonprod,backend,3.84,811,2.99,False,8,5.77,Business Operational,"RTO=3.84h, RPO=811m, $impact=2.99k/hr, regulatory=False, customer_impact=8 -> BCP 5.77 (Business Operational)"
APP_157-prod,APP_157,prod,backend,44.84,151,1.73,False,7,5.26,Business Operational,"RTO=44.84h, RPO=151m, $impact=1.73k/hr, regulatory=False, customer_impact=7 -> BCP 5.26 (Business Operational)"
APP_157-nonprod,APP_157,nonprod,backend,38.8,1114,196.5,True,7,6.02,Business Operational,"RTO=38.8h, RPO=1114m, $impact=196.5k/hr, regulatory=True, customer_impact=7 -> BCP 6.02 (Business Operational)"
APP_158-prod,APP_158,prod,backend,46.96,664,52.53,False,8,5.8,Business Operational,"RTO=46.96h, RPO=664m, $impact=52.53k/hr, regulatory=False, customer_impact=8 -> BCP 5.8 (Business Operational)"
APP_158-nonprod,APP_158,nonprod,backend,56.62,932,0.53,False,6,4.62,Business Operational,"RTO=56.62h, RPO=932m, $impact=0.53k/hr, regulatory=False, customer_impact=6 -> BCP 4.62 (Business Operational)"
APP_159-prod,APP_159,prod,backend,65.75,108,0.31,False,7,5.05,Business Operational,"RTO=65.75h, RPO=108m, $impact=0.31k/hr, regulatory=False, customer_impact=7 -> BCP 5.05 (Business Operational)"
APP_159-nonprod,APP_159,nonprod,backend,24.59,1030,2.42,False,5,4.83,Business Operational,"RTO=24.59h, RPO=1030m, $impact=2.42k/hr, regulatory=False, customer_impact=5 -> BCP 4.83 (Business Operational)"
APP_160-prod,APP_160,prod,backend,61.22,383,34.69,False,6,5.44,Business Operational,"RTO=61.22h, RPO=383m, $impact=34.69k/hr, regulatory=False, customer_impact=6 -> BCP 5.44 (Business Operational)"
APP_160-nonprod,APP_160,nonprod,backend,23.2,782,10.24,False,5,5.15,Business Operational,"RTO=23.2h, RPO=782m, $impact=10.24k/hr, regulatory=False, customer_impact=5 -> BCP 5.15 (Business Operational)"
APP_161-prod,APP_161,prod,backend,12.79,958,76.3,False,6,5.82,Business Operational,"RTO=12.79h, RPO=958m, $impact=76.3k/hr, regulatory=False, customer_impact=6 -> BCP 5.82 (Business Operational)"
APP_161-nonprod,APP_161,nonprod,backend,41.45,1193,0.13,True,7,4.87,Business Operational,"RTO=41.45h, RPO=1193m, $impact=0.13k/hr, regulatory=True, customer_impact=7 -> BCP 4.87 (Business Operational)"
APP_162-prod,APP_162,prod,backend,42.37,948,116.91,False,4,5.33,Business Operational,"RTO=42.37h, RPO=948m, $impact=116.91k/hr, regulatory=False, customer_impact=4 -> BCP 5.33 (Business Operational)"
APP_162-nonprod,APP_162,nonprod,backend,36.86,914,1.44,False,10,5.43,Business Operational,"RTO=36.86h, RPO=914m, $impact=1.44k/hr, regulatory=False, customer_impact=10 -> BCP 5.43 (Business Operational)"
APP_163-prod,APP_163,prod,backend,58.33,995,1.55,True,3,4.39,Non-Critical,"RTO=58.33h, RPO=995m, $impact=1.55k/hr, regulatory=True, customer_impact=3 -> BCP 4.39 (Non-Critical)"
APP_163-nonprod,APP_163,nonprod,backend,1.02,14,0.65,False,3,5.31,Business Operational,"RTO=1.02h, RPO=14m, $impact=0.65k/hr, regulatory=False, customer_impact=3 -> BCP 5.31 (Business Operational)"
APP_164-prod,APP_164,prod,backend,52.29,1065,277.4,False,8,6.04,Business Operational,"RTO=52.29h, RPO=1065m, $impact=277.4k/hr, regulatory=False, customer_impact=8 -> BCP 6.04 (Business Operational)"
APP_164-nonprod,APP_164,nonprod,backend,27.94,821,1.89,False,7,5.1,Business Operational,"RTO=27.94h, RPO=821m, $impact=1.89k/hr, regulatory=False, customer_impact=7 -> BCP 5.1 (Business Operational)"
APP_165-prod,APP_165,prod,backend,19.35,166,1.45,False,7,5.43,Business Operational,"RTO=19.35h, RPO=166m, $impact=1.45k/hr, regulatory=False, customer_impact=7 -> BCP 5.43 (Business Operational)"
APP_165-nonprod,APP_165,nonprod,backend,19.38,1250,0.44,False,7,4.96,Business Operational,"RTO=19.38h, RPO=1250m, $impact=0.44k/hr, regulatory=False, customer_impact=7 -> BCP 4.96 (Business Operational)"
APP_166-prod,APP_166,prod,backend,23.89,1106,9.84,False,5,5.07,Business Operational,"RTO=23.89h, RPO=1106m, $impact=9.84k/hr, regulatory=False, customer_impact=5 -> BCP 5.07 (Business Operational)"
APP_166-nonprod,APP_166,nonprod,backend,23.6,62,603.85,False,4,6.19,Business Operational,"RTO=23.6h, RPO=62m, $impact=603.85k/hr, regulatory=False, customer_impact=4 -> BCP 6.19 (Business Operational)"
APP_167-prod,APP_167,prod,backend,17.06,527,0.16,False,6,4.95,Business Operational,"RTO=17.06h, RPO=527m, $impact=0.16k/hr, regulatory=False, customer_impact=6 -> BCP 4.95 (Business Operational)"
APP_167-nonprod,APP_167,nonprod,backend,47.8,693,14.02,False,4,4.91,Business Operational,"RTO=47.8h, RPO=693m, $impact=14.02k/hr, regulatory=False, customer_impact=4 -> BCP 4.91 (Business Operational)"
APP_168-prod,APP_168,prod,backend,63.77,1055,113.61,False,7,5.65,Business Operational,"RTO=63.77h, RPO=1055m, $impact=113.61k/hr, regulatory=False, customer_impact=7 -> BCP 5.65 (Business Operational)"
APP_168-nonprod,APP_168,nonprod,backend,41.92,304,16.33,True,5,5.4,Business Operational,"RTO=41.92h, RPO=304m, $impact=16.33k/hr, regulatory=True, customer_impact=5 -> BCP 5.4 (Business Operational)"
APP_169-prod,APP_169,prod,backend,55.51,424,904.4,False,4,5.85,Business Operational,"RTO=55.51h, RPO=424m, $impact=904.4k/hr, regulatory=False, customer_impact=4 -> BCP 5.85 (Business Operational)"
APP_169-nonprod,APP_169,nonprod,backend,70.26,585,151.21,False,5,5.5,Business Operational,"RTO=70.26h, RPO=585m, $impact=151.21k/hr, regulatory=False, customer_impact=5 -> BCP 5.5 (Business Operational)"
APP_170-prod,APP_170,prod,backend,54.85,310,10.88,False,6,5.27,Business Operational,"RTO=54.85h, RPO=310m, $impact=10.88k/hr, regulatory=False, customer_impact=6 -> BCP 5.27 (Business Operational)"
APP_170-nonprod,APP_170,nonprod,backend,0.49,9,7.85,False,4,5.82,Business Operational,"RTO=0.49h, RPO=9m, $impact=7.85k/hr, regulatory=False, customer_impact=4 -> BCP 5.82 (Business Operational)"
APP_171-prod,APP_171,prod,backend,38.09,492,28.33,False,4,5.17,Business Operational,"RTO=38.09h, RPO=492m, $impact=28.33k/hr, regulatory=False, customer_impact=4 -> BCP 5.17 (Business Operational)"
APP_171-nonprod,APP_171,nonprod,backend,53.75,451,2.22,False,6,4.92,Business Operational,"RTO=53.75h, RPO=451m, $impact=2.22k/hr, regulatory=False, customer_impact=6 -> BCP 4.92 (Business Operational)"
APP_172-prod,APP_172,prod,backend,51.61,452,183.23,False,6,5.81,Business Operational,"RTO=51.61h, RPO=452m, $impact=183.23k/hr, regulatory=False, customer_impact=6 -> BCP 5.81 (Business Operational)"
APP_172-nonprod,APP_172,nonprod,backend,70.59,853,153.82,False,4,5.28,Business Operational,"RTO=70.59h, RPO=853m, $impact=153.82k/hr, regulatory=False, customer_impact=4 -> BCP 5.28 (Business Operational)"
APP_173-prod,APP_173,prod,backend,3.87,699,738.38,False,5,6.48,Business Operational,"RTO=3.87h, RPO=699m, $impact=738.38k/hr, regulatory=False, customer_impact=5 -> BCP 6.48 (Business Operational)"
APP_173-nonprod,APP_173,nonprod,backend,42.43,1047,21.58,False,6,5.25,Business Operational,"RTO=42.43h, RPO=1047m, $impact=21.58k/hr, regulatory=False, customer_impact=6 -> BCP 5.25 (Business Operational)"
APP_174-prod,APP_174,prod,backend,45.38,1216,0.39,False,3,4.15,Non-Critical,"RTO=45.38h, RPO=1216m, $impact=0.39k/hr, regulatory=False, customer_impact=3 -> BCP 4.15 (Non-Critical)"
APP_174-nonprod,APP_174,nonprod,backend,1.91,3,0.12,False,3,5.21,Business Operational,"RTO=1.91h, RPO=3m, $impact=0.12k/hr, regulatory=False, customer_impact=3 -> BCP 5.21 (Business Operational)"
APP_175-prod,APP_175,prod,backend,50.34,608,125.86,False,4,5.39,Business Operational,"RTO=50.34h, RPO=608m, $impact=125.86k/hr, regulatory=False, customer_impact=4 -> BCP 5.39 (Business Operational)"
APP_175-nonprod,APP_175,nonprod,backend,53.51,117,0.36,False,5,4.8,Business Operational,"RTO=53.51h, RPO=117m, $impact=0.36k/hr, regulatory=False, customer_impact=5 -> BCP 4.8 (Business Operational)"
APP_176-prod,APP_176,prod,backend,48.36,770,1.8,False,6,4.82,Business Operational,"RTO=48.36h, RPO=770m, $impact=1.8k/hr, regulatory=False, customer_impact=6 -> BCP 4.82 (Business Operational)"
APP_176-nonprod,APP_176,nonprod,backend,25.96,529,122.45,False,8,6.17,Business Operational,"RTO=25.96h, RPO=529m, $impact=122.45k/hr, regulatory=False, customer_impact=8 -> BCP 6.17 (Business Operational)"
APP_177-prod,APP_177,prod,backend,50.53,890,0.59,False,7,4.81,Business Operational,"RTO=50.53h, RPO=890m, $impact=0.59k/hr, regulatory=False, customer_impact=7 -> BCP 4.81 (Business Operational)"
APP_177-nonprod,APP_177,nonprod,backend,17.74,1401,1.55,False,5,4.78,Business Operational,"RTO=17.74h, RPO=1401m, $impact=1.55k/hr, regulatory=False, customer_impact=5 -> BCP 4.78 (Business Operational)"
APP_178-prod,APP_178,prod,backend,51.35,477,2.48,False,5,4.79,Business Operational,"RTO=51.35h, RPO=477m, $impact=2.48k/hr, regulatory=False, customer_impact=5 -> BCP 4.79 (Business Operational)"
APP_178-nonprod,APP_178,nonprod,backend,21.14,201,50.87,False,3,5.44,Business Operational,"RTO=21.14h, RPO=201m, $impact=50.87k/hr, regulatory=False, customer_impact=3 -> BCP 5.44 (Business Operational)"
APP_179-prod,APP_179,prod,backend,59.29,1375,165.37,False,5,5.4,Business Operational,"RTO=59.29h, RPO=1375m, $impact=165.37k/hr, regulatory=False, customer_impact=5 -> BCP 5.4 (Business Operational)"
APP_179-nonprod,APP_179,nonprod,backend,51.99,518,5.88,False,5,4.92,Business Operational,"RTO=51.99h, RPO=518m, $impact=5.88k/hr, regulatory=False, customer_impact=5 -> BCP 4.92 (Business Operational)"
APP_180-prod,APP_180,prod,backend,16.14,789,539.63,False,6,6.23,Business Operational,"RTO=16.14h, RPO=789m, $impact=539.63k/hr, regulatory=False, customer_impact=6 -> BCP 6.23 (Business Operational)"
APP_180-nonprod,APP_180,nonprod,backend,45.1,857,0.93,False,4,4.44,Non-Critical,"RTO=45.1h, RPO=857m, $impact=0.93k/hr, regulatory=False, customer_impact=4 -> BCP 4.44 (Non-Critical)"
APP_181-prod,APP_181,prod,backend,46.66,104,4.5,False,7,5.45,Business Operational,"RTO=46.66h, RPO=104m, $impact=4.5k/hr, regulatory=False, customer_impact=7 -> BCP 5.45 (Business Operational)"
APP_181-nonprod,APP_181,nonprod,backend,55.95,37,15.9,False,9,5.95,Business Operational,"RTO=55.95h, RPO=37m, $impact=15.9k/hr, regulatory=False, customer_impact=9 -> BCP 5.95 (Business Operational)"
APP_182-prod,APP_182,prod,backend,67.45,1268,8.12,False,5,4.75,Business Operational,"RTO=67.45h, RPO=1268m, $impact=8.12k/hr, regulatory=False, customer_impact=5 -> BCP 4.75 (Business Operational)"
APP_182-nonprod,APP_182,nonprod,backend,24.48,940,428.3,True,6,6.18,Business Operational,"RTO=24.48h, RPO=940m, $impact=428.3k/hr, regulatory=True, customer_impact=6 -> BCP 6.18 (Business Operational)"
APP_183-prod,APP_183,prod,backend,39.46,1049,558.06,False,7,6.12,Business Operational,"RTO=39.46h, RPO=1049m, $impact=558.06k/hr, regulatory=False, customer_impact=7 -> BCP 6.12 (Business Operational)"
APP_183-nonprod,APP_183,nonprod,backend,63.76,277,477.02,False,5,5.9,Business Operational,"RTO=63.76h, RPO=277m, $impact=477.02k/hr, regulatory=False, customer_impact=5 -> BCP 5.9 (Business Operational)"
APP_184-prod,APP_184,prod,backend,36.68,1350,705.55,False,6,5.99,Business Operational,"RTO=36.68h, RPO=1350m, $impact=705.55k/hr, regulatory=False, customer_impact=6 -> BCP 5.99 (Business Operational)"
APP_184-nonprod,APP_184,nonprod,backend,2.65,830,0.27,False,6,5.29,Business Operational,"RTO=2.65h, RPO=830m, $impact=0.27k/hr, regulatory=False, customer_impact=6 -> BCP 5.29 (Business Operational)"
APP_185-prod,APP_185,prod,backend,71.24,796,9.45,False,6,5.01,Business Operational,"RTO=71.24h, RPO=796m, $impact=9.45k/hr, regulatory=False, customer_impact=6 -> BCP 5.01 (Business Operational)"
APP_185-nonprod,APP_185,nonprod,backend,34.76,301,0.28,False,4,4.6,Business Operational,"RTO=34.76h, RPO=301m, $impact=0.28k/hr, regulatory=False, customer_impact=4 -> BCP 4.6 (Business Operational)"
APP_186-prod,APP_186,prod,backend,20.01,292,88.4,False,6,5.96,Business Operational,"RTO=20.01h, RPO=292m, $impact=88.4k/hr, regulatory=False, customer_impact=6 -> BCP 5.96 (Business Operational)"
APP_186-nonprod,APP_186,nonprod,backend,55.01,277,265.82,False,6,5.96,Business Operational,"RTO=55.01h, RPO=277m, $impact=265.82k/hr, regulatory=False, customer_impact=6 -> BCP 5.96 (Business Operational)"
APP_187-prod,APP_187,prod,backend,38.07,152,47.54,False,8,6.07,Business Operational,"RTO=38.07h, RPO=152m, $impact=47.54k/hr, regulatory=False, customer_impact=8 -> BCP 6.07 (Business Operational)"
APP_187-nonprod,APP_187,nonprod,backend,24.65,379,1.1,False,7,5.2,Business Operational,"RTO=24.65h, RPO=379m, $impact=1.1k/hr, regulatory=False, customer_impact=7 -> BCP 5.2 (Business Operational)"
APP_188-prod,APP_188,prod,backend,68.78,455,77.9,True,10,6.29,Business Operational,"RTO=68.78h, RPO=455m, $impact=77.9k/hr, regulatory=True, customer_impact=10 -> BCP 6.29 (Business Operational)"
APP_188-nonprod,APP_188,nonprod,backend,50.49,117,0.3,False,4,4.66,Business Operational,"RTO=50.49h, RPO=117m, $impact=0.3k/hr, regulatory=False, customer_impact=4 -> BCP 4.66 (Business Operational)"
APP_189-prod,APP_189,prod,backend,37.18,1292,65.2,False,7,5.63,Business Operational,"RTO=37.18h, RPO=1292m, $impact=65.2k/hr, regulatory=False, customer_impact=7 -> BCP 5.63 (Business Operational)"
APP_189-nonprod,APP_189,nonprod,backend,66.13,446,28.74,False,6,5.36,Business Operational,"RTO=66.13h, RPO=446m, $impact=28.74k/hr, regulatory=False, customer_impact=6 -> BCP 5.36 (Business Operational)"
APP_190-prod,APP_190,prod,backend,12.72,1084,26.48,False,10,6.18,Business Operational,"RTO=12.72h, RPO=1084m, $impact=26.48k/hr, regulatory=False, customer_impact=10 -> BCP 6.18 (Business Operational)"
APP_190-nonprod,APP_190,nonprod,backend,34.96,787,45.33,False,4,5.21,Business Operational,"RTO=34.96h, RPO=787m, $impact=45.33k/hr, regulatory=False, customer_impact=4 -> BCP 5.21 (Business Operational)"
