source,target,source_type,target_type,dependency_type,data_flow_score,weight
APP_139-nonprod,SRV-N164,application,server,asynchronous,6,4.056
APP_139-nonprod,DB-N073,application,database,asynchronous,3,3.756
APP_139-nonprod,APP_284-nonprod,application,application,near-real-time,7,4.456
APP_139-nonprod,SRV-N190,application,server,fallback,1,2.956
APP_140-prod,SRV-P173,application,server,asynchronous,4,4.726
APP_140-prod,SRV-P145,application,server,synchronous,5,5.426
APP_140-prod,SRV-P151,application,server,synchronous,3,5.226
APP_140-prod,APP_133-nonprod,application,application,informational,1,3.826
APP_140-prod,SRV-P059,application,server,fallback,1,3.826
APP_140-nonprod,SRV-N187,application,server,batch,4,3.688
APP_140-nonprod,SRV-N050,application,server,batch,7,3.988
APP_140-nonprod,SRV-N006,application,server,informational,6,3.588
APP_140-nonprod,DB-N069,application,database,asynchronous,5,4.088
APP_140-nonprod,DB-N072,application,database,batch,6,3.888
APP_140-nonprod,SRV-N110,application,server,fallback,1,3.088
APP_141-prod,SRV-P173,application,server,informational,5,4.544
APP_141-prod,SRV-P014,application,server,batch,5,4.844
APP_141-prod,SRV-P083,application,server,asynchronous,3,4.944
APP_141-prod,DB-P036,application,database,synchronous,3,5.544
APP_141-prod,APP_240-prod,application,application,asynchronous,7,5.344
APP_141-prod,APP_266-prod,application,application,batch,9,5.244
APP_141-prod,APP_115-nonprod,application,application,synchronous,5,5.744
APP_141-prod,APP_216-nonprod,application,application,asynchronous,4,5.044
APP_141-prod,SRV-P081,application,server,fallback,1,4.144
APP_141-nonprod,SRV-N101,application,server,synchronous,5,4.808
APP_141-nonprod,APP_013-nonprod,application,application,informational,7,3.808
APP_141-nonprod,APP_116-nonprod,application,application,informational,1,3.208
APP_141-nonprod,APP_218-nonprod,application,application,informational,1,3.208
APP_141-nonprod,APP_128-nonprod,application,application,near-real-time,4,4.408
APP_141-nonprod,SRV-N085,application,server,fallback,1,3.208
APP_142-prod,SRV-P017,application,server,asynchronous,2,4.79
APP_142-prod,SRV-P025,application,server,synchronous,3,5.49
APP_142-prod,DB-P004,application,database,asynchronous,3,4.89
APP_142-prod,APP_129-prod,application,application,near-real-time,4,5.29
APP_142-prod,APP_243-nonprod,application,application,near-real-time,10,5.89
APP_142-prod,SRV-P088,application,server,fallback,1,4.09
APP_142-nonprod,SRV-N086,application,server,asynchronous,5,5.006
APP_142-nonprod,SRV-N199,application,server,fallback,1,4.006
APP_143-prod,SRV-P159,application,server,asynchronous,5,4.862
APP_143-prod,SRV-P025,application,server,asynchronous,6,4.962
APP_143-prod,SRV-P149,application,server,synchronous,2,5.162
APP_143-prod,SRV-P097,application,server,fallback,1,3.862
APP_143-nonprod,SRV-N178,application,server,synchronous,7,4.708
APP_143-nonprod,SRV-N033,application,server,synchronous,4,4.408
APP_143-nonprod,DB-N008,application,database,asynchronous,5,3.908
APP_143-nonprod,APP_034-nonprod,application,application,synchronous,2,4.208
APP_143-nonprod,APP_029-nonprod,application,application,asynchronous,1,3.508
APP_143-nonprod,APP_152-nonprod,application,application,batch,8,3.908
APP_143-nonprod,SRV-N103,application,server,fallback,1,2.908
APP_144-prod,SRV-P159,application,server,batch,5,4.28
APP_144-prod,APP_006-prod,application,application,asynchronous,3,4.38
APP_144-prod,APP_239-prod,application,application,batch,3,4.08
APP_144-prod,APP_052-nonprod,application,application,near-real-time,9,5.28
APP_144-prod,APP_014-prod,application,application,asynchronous,2,4.28
APP_144-prod,SRV-P085,application,server,fallback,1,3.58
APP_144-nonprod,SRV-N050,application,server,synchronous,8,5.804
APP_144-nonprod,SRV-N004,application,server,asynchronous,3,4.704
APP_144-nonprod,SRV-N018,application,server,asynchronous,6,5.004
APP_144-nonprod,APP_065-nonprod,application,application,asynchronous,5,4.904
APP_144-nonprod,APP_132-nonprod,application,application,asynchronous,7,5.104
APP_144-nonprod,APP_248-nonprod,application,application,batch,4,4.504
APP_144-nonprod,APP_229-nonprod,application,application,near-real-time,5,5.204
APP_144-nonprod,SRV-N036,application,server,fallback,1,3.904
APP_145-prod,SRV-P016,application,server,synchronous,5,5.288
APP_145-prod,DB-P056,application,database,asynchronous,1,4.288
APP_145-prod,DB-P046,application,database,asynchronous,5,4.688
APP_145-prod,APP_075-nonprod,application,application,synchronous,4,5.188
APP_145-prod,APP_159-nonprod,application,application,asynchronous,5,4.688
APP_145-prod,APP_150-nonprod,application,application,asynchronous,3,4.488
APP_145-prod,APP_005-prod,application,application,asynchronous,1,4.288
APP_145-prod,SRV-P169,application,server,fallback,1,3.688
APP_145-nonprod,SRV-N038,application,server,synchronous,4,4.99
APP_145-nonprod,SRV-N130,application,server,batch,9,4.59
APP_145-nonprod,SRV-N144,application,server,batch,6,4.29
APP_145-nonprod,DB-N045,application,database,near-real-time,3,4.59
APP_145-nonprod,APP_104-nonprod,application,application,batch,5,4.19
APP_145-nonprod,SRV-N088,application,server,fallback,1,3.49
APP_146-prod,SRV-P171,application,server,asynchronous,5,5.522
APP_146-prod,DB-P060,application,database,asynchronous,5,5.522
APP_146-prod,DB-P043,application,database,batch,1,4.822
APP_146-prod,APP_173-prod,application,application,asynchronous,9,5.922
APP_146-prod,APP_215-nonprod,application,application,near-real-time,8,6.122
APP_146-prod,APP_054-nonprod,application,application,asynchronous,8,5.822
APP_146-prod,APP_022-nonprod,application,application,asynchronous,7,5.722
APP_146-prod,SRV-P001,application,server,fallback,1,4.522
APP_146-nonprod,SRV-N058,application,server,asynchronous,5,4.778
APP_146-nonprod,SRV-N120,application,server,asynchronous,6,4.878
APP_146-nonprod,SRV-N062,application,server,asynchronous,6,4.878
APP_146-nonprod,DB-N049,application,database,near-real-time,3,4.878
APP_146-nonprod,APP_004-nonprod,application,application,asynchronous,4,4.678
APP_146-nonprod,SRV-N019,application,server,fallback,1,3.778
APP_147-prod,SRV-P008,application,server,asynchronous,5,4.13
APP_147-prod,SRV-P037,application,server,near-real-time,8,4.73
APP_147-prod,APP_185-nonprod,application,application,synchronous,2,4.43
APP_147-prod,APP_016-prod,application,application,near-real-time,1,4.03
APP_147-prod,APP_146-prod,application,application,near-real-time,6,4.53
APP_147-prod,APP_135-prod,application,application,batch,6,3.93
APP_147-prod,SRV-P087,application,server,fallback,1,3.13
APP_147-nonprod,SRV-N063,application,server,synchronous,5,5.546
APP_147-nonprod,SRV-N006,application,server,synchronous,5,5.546
APP_147-nonprod,SRV-N068,application,server,informational,4,4.246
APP_147-nonprod,APP_196-nonprod,application,application,asynchronous,10,5.446
APP_147-nonprod,SRV-N029,application,server,fallback,1,3.946
APP_148-prod,SRV-P054,application,server,near-real-time,1,4.918
APP_148-prod,SRV-P062,application,server,asynchronous,3,4.818
APP_148-prod,DB-P022,application,database,informational,3,4.218
APP_148-prod,APP_223-nonprod,application,application,batch,1,4.318
APP_148-prod,APP_034-prod,application,application,synchronous,5,5.618
APP_148-prod,APP_067-nonprod,application,application,batch,10,5.218
APP_148-prod,APP_099-prod,application,application,asynchronous,6,5.118
APP_148-prod,SRV-P178,application,server,fallback,1,4.018
APP_148-nonprod,SRV-N082,application,server,asynchronous,5,4.562
APP_148-nonprod,SRV-N163,application,server,near-real-time,2,4.562
APP_148-nonprod,APP_097-nonprod,application,application,batch,4,4.162
APP_148-nonprod,APP_152-nonprod,application,application,batch,4,4.162
APP_148-nonprod,APP_169-nonprod,application,application,near-real-time,5,4.862
APP_148-nonprod,APP_144-nonprod,application,application,batch,9,4.662
APP_148-nonprod,SRV-N131,application,server,fallback,1,3.562
APP_149-prod,SRV-P126,application,server,near-real-time,6,5.412
APP_149-prod,SRV-P021,application,server,batch,2,4.412
APP_149-prod,SRV-P170,application,server,asynchronous,5,5.012
APP_149-prod,APP_200-prod,application,application,batch,7,4.912
APP_149-prod,APP_262-prod,application,application,asynchronous,9,5.412
APP_149-prod,APP_267-prod,application,application,asynchronous,10,5.512
APP_149-prod,APP_166-prod,application,application,batch,2,4.412
APP_149-prod,SRV-P135,application,server,fallback,1,4.012
APP_149-nonprod,SRV-N124,application,server,batch,3,3.936
APP_149-nonprod,SRV-N127,application,server,asynchronous,2,4.136
APP_149-nonprod,SRV-N149,application,server,asynchronous,4,4.336
APP_149-nonprod,DB-N005,application,database,near-real-time,4,4.636
APP_149-nonprod,DB-N026,application,database,asynchronous,5,4.436
APP_149-nonprod,APP_204-nonprod,application,application,near-real-time,5,4.736
APP_149-nonprod,SRV-N109,application,server,fallback,1,3.436
APP_150-prod,SRV-P147,application,server,synchronous,4,4.87
APP_150-prod,SRV-P096,application,server,near-real-time,5,4.67
APP_150-prod,APP_044-prod,application,application,near-real-time,3,4.47
APP_150-prod,SRV-P133,application,server,fallback,1,3.37
APP_150-nonprod,SRV-N059,application,server,asynchronous,9,5.07
APP_150-nonprod,SRV-N120,application,server,asynchronous,1,4.27
APP_150-nonprod,DB-N055,application,database,asynchronous,4,4.57
APP_150-nonprod,APP_211-nonprod,application,application,asynchronous,10,5.17
APP_150-nonprod,APP_256-nonprod,application,application,near-real-time,6,5.07
APP_150-nonprod,APP_197-nonprod,application,application,synchronous,5,5.27
APP_150-nonprod,SRV-N114,application,server,fallback,1,3.67
APP_151-prod,SRV-P068,application,server,asynchronous,4,4.39
APP_151-prod,DB-P011,application,database,near-real-time,3,4.59
APP_151-prod,APP_264-prod,application,application,asynchronous,10,4.99
APP_151-prod,APP_041-prod,application,application,batch,1,3.79
APP_151-prod,APP_117-nonprod,application,application,synchronous,10,5.59
APP_151-prod,APP_037-nonprod,application,application,asynchronous,1,4.09
APP_151-prod,SRV-P140,application,server,fallback,1,3.49
APP_151-nonprod,SRV-N086,application,server,synchronous,4,5.29
APP_151-nonprod,DB-N033,application,database,asynchronous,3,4.59
APP_151-nonprod,APP_098-nonprod,application,application,batch,7,4.69
APP_151-nonprod,APP_071-nonprod,application,application,informational,1,3.79
APP_151-nonprod,SRV-N193,application,server,fallback,1,3.79
APP_152-prod,SRV-P190,application,server,asynchronous,5,5.072
APP_152-prod,SRV-P067,application,server,synchronous,9,6.072
APP_152-prod,SRV-P077,application,server,near-real-time,2,5.072
APP_152-prod,DB-P052,application,database,informational,4,4.372
APP_152-prod,APP_007-prod,application,application,asynchronous,4,4.972
APP_152-prod,APP_263-nonprod,application,application,informational,7,4.672
APP_152-prod,APP_077-prod,application,application,batch,6,4.872
APP_152-prod,APP_117-nonprod,application,application,near-real-time,4,5.272
APP_152-prod,SRV-P192,application,server,fallback,1,4.072
APP_152-nonprod,SRV-N122,application,server,near-real-time,5,4.778
APP_152-nonprod,DB-N071,application,database,batch,7,4.378
APP_152-nonprod,DB-N060,application,database,asynchronous,3,4.278
APP_152-nonprod,SRV-N081,application,server,fallback,1,3.478
APP_153-prod,SRV-P110,application,server,batch,6,4.368
APP_153-prod,DB-P054,application,database,near-real-time,1,4.468
APP_153-prod,DB-P058,application,database,batch,2,3.968
APP_153-prod,SRV-P096,application,server,fallback,1,3.568
APP_153-nonprod,SRV-N148,application,server,batch,5,4.31
APP_153-nonprod,DB-N002,application,database,asynchronous,6,4.71
APP_153-nonprod,APP_175-nonprod,application,application,near-real-time,7,5.11
APP_153-nonprod,APP_219-nonprod,application,application,asynchronous,5,4.61
APP_153-nonprod,SRV-N104,application,server,fallback,1,3.61
APP_154-prod,SRV-P138,application,server,near-real-time,4,4.534
APP_154-prod,SRV-P151,application,server,synchronous,2,4.634
APP_154-prod,SRV-P009,application,server,informational,6,3.834
APP_154-prod,APP_292-prod,application,application,asynchronous,8,4.634
APP_154-prod,APP_295-prod,application,application,batch,4,3.934
APP_154-prod,SRV-P098,application,server,fallback,1,3.334
APP_154-nonprod,SRV-N101,application,server,synchronous,4,4.48
APP_154-nonprod,DB-N025,application,database,asynchronous,4,3.88
APP_154-nonprod,APP_293-nonprod,application,application,informational,4,3.28
APP_154-nonprod,APP_157-nonprod,application,application,synchronous,5,4.58
APP_154-nonprod,SRV-N027,application,server,fallback,1,2.98
APP_155-prod,SRV-P142,application,server,synchronous,9,5.412
APP_155-prod,SRV-P177,application,server,asynchronous,4,4.312
APP_155-prod,SRV-P007,application,server,synchronous,4,4.912
APP_155-prod,APP_146-prod,application,application,near-real-time,4,4.612
APP_155-prod,APP_150-prod,application,application,asynchronous,8,4.712
APP_155-prod,APP_036-nonprod,application,application,asynchronous,5,4.412
APP_155-prod,SRV-P095,application,server,fallback,1,3.412
APP_155-nonprod,SRV-N003,application,server,synchronous,3,5.214
APP_155-nonprod,SRV-N106,application,server,asynchronous,7,5.014
APP_155-nonprod,SRV-N029,application,server,synchronous,7,5.614
APP_155-nonprod,DB-N062,application,database,batch,2,4.214
APP_155-nonprod,APP_106-nonprod,application,application,synchronous,1,5.014
APP_155-nonprod,APP_106-nonprod,application,application,near-real-time,9,5.514
APP_155-nonprod,APP_245-nonprod,application,application,near-real-time,3,4.914
APP_155-nonprod,SRV-N148,application,server,fallback,1,3.814
APP_156-prod,SRV-P151,application,server,near-real-time,6,4.794
APP_156-prod,SRV-P184,application,server,asynchronous,1,3.994
APP_156-prod,DB-P026,application,database,synchronous,5,4.994
APP_156-prod,APP_229-nonprod,application,application,synchronous,2,4.694
APP_156-prod,SRV-P103,application,server,fallback,1,3.394
APP_156-nonprod,SRV-N064,application,server,asynchronous,6,4.962
APP_156-nonprod,SRV-N146,application,server,batch,5,4.562
APP_156-nonprod,SRV-N118,application,server,asynchronous,3,4.662
APP_156-nonprod,SRV-N074,application,server,fallback,1,3.862
APP_157-prod,SRV-P117,application,server,near-real-time,4,4.756
APP_157-prod,SRV-P183,application,server,batch,6,4.356
APP_157-prod,SRV-P101,application,server,asynchronous,5,4.556
APP_157-prod,APP_128-nonprod,application,application,near-real-time,7,5.056
APP_157-prod,APP_222-nonprod,application,application,asynchronous,10,5.056
APP_157-prod,APP_094-nonprod,application,application,asynchronous,1,4.156
APP_157-prod,SRV-P025,application,server,fallback,1,3.556
APP_157-nonprod,SRV-N179,application,server,informational,8,4.712
APP_157-nonprod,SRV-N062,application,server,batch,5,4.712
APP_157-nonprod,APP_277-nonprod,application,application,near-real-time,3,5.112
APP_157-nonprod,APP_035-nonprod,application,application,asynchronous,2,4.712
APP_157-nonprod,SRV-N185,application,server,fallback,1,4.012
APP_158-prod,SRV-P127,application,server,asynchronous,4,4.78
APP_158-prod,DB-P016,application,database,informational,5,4.28
APP_158-prod,DB-P010,application,database,batch,3,4.38
APP_158-prod,APP_168-prod,application,application,asynchronous,10,5.38
APP_158-prod,APP_085-prod,application,application,near-real-time,1,4.78
APP_158-prod,APP_260-nonprod,application,application,synchronous,5,5.48
APP_158-prod,APP_014-nonprod,application,application,synchronous,2,5.18
APP_158-prod,SRV-P178,application,server,fallback,1,3.88
APP_158-nonprod,SRV-N192,application,server,asynchronous,5,4.172
APP_158-nonprod,SRV-N088,application,server,batch,6,3.972
APP_158-nonprod,SRV-N050,application,server,asynchronous,4,4.072
APP_158-nonprod,APP_059-nonprod,application,application,batch,1,3.472
APP_158-nonprod,APP_070-nonprod,application,application,near-real-time,6,4.572
APP_158-nonprod,SRV-N192,application,server,fallback,1,3.172
APP_159-prod,SRV-P125,application,server,asynchronous,5,4.43
APP_159-prod,SRV-P022,application,server,asynchronous,5,4.43
APP_159-prod,APP_072-nonprod,application,application,asynchronous,9,4.83
APP_159-prod,APP_143-nonprod,application,application,batch,2,3.83
APP_159-prod,APP_088-prod,application,application,batch,8,4.43
APP_159-prod,SRV-P156,application,server,fallback,1,3.43
APP_159-nonprod,SRV-N046,application,server,near-real-time,7,4.798
APP_159-nonprod,DB-N051,application,database,near-real-time,1,4.198
APP_159-nonprod,DB-N002,application,database,asynchronous,4,4.198
APP_159-nonprod,APP_227-nonprod,application,application,asynchronous,4,4.198
APP_159-nonprod,SRV-N056,application,server,fallback,1,3.298
APP_160-prod,SRV-P009,application,server,batch,4,4.264
APP_160-prod,SRV-P137,application,server,near-real-time,5,4.964
APP_160-prod,SRV-P179,application,server,synchronous,4,5.164
APP_160-prod,DB-P067,application,database,asynchronous,2,4.364
APP_160-prod,DB-P014,application,database,asynchronous,4,4.564
APP_160-prod,APP_228-nonprod,application,application,synchronous,2,4.964
APP_160-prod,APP_003-prod,application,application,synchronous,2,4.964
APP_160-prod,SRV-P097,application,server,fallback,1,3.664
APP_160-nonprod,SRV-N064,application,server,asynchronous,6,4.59
APP_160-nonprod,APP_047-nonprod,application,application,synchronous,2,4.79
APP_160-nonprod,SRV-N008,application,server,fallback,1,3.49
APP_161-prod,SRV-P087,application,server,batch,6,4.692
APP_161-prod,DB-P009,application,database,near-real-time,4,5.092
APP_161-prod,DB-P013,application,database,batch,1,4.192
APP_161-prod,APP_086-nonprod,application,application,synchronous,3,5.292
APP_161-prod,SRV-P132,application,server,fallback,1,3.892
APP_161-nonprod,SRV-N084,application,server,near-real-time,7,4.822
APP_161-nonprod,DB-N025,application,database,asynchronous,2,4.022
APP_161-nonprod,DB-N070,application,database,asynchronous,3,4.122
APP_161-nonprod,APP_062-nonprod,application,application,near-real-time,7,4.822
APP_161-nonprod,APP_055-nonprod,application,application,asynchronous,8,4.622
APP_161-nonprod,APP_089-nonprod,application,application,synchronous,5,4.922
APP_161-nonprod,SRV-N168,application,server,fallback,1,3.322
APP_162-prod,SRV-P004,application,server,asynchronous,3,4.398
APP_162-prod,SRV-P118,application,server,near-real-time,7,5.098
APP_162-prod,DB-P036,application,database,asynchronous,7,4.798
APP_162-prod,DB-P048,application,database,synchronous,5,5.198
APP_162-prod,APP_211-nonprod,application,application,near-real-time,6,4.998
APP_162-prod,SRV-P154,application,server,fallback,1,3.598
APP_162-nonprod,SRV-N027,application,server,batch,3,4.158
APP_162-nonprod,SRV-N146,application,server,synchronous,3,5.058
APP_162-nonprod,APP_168-nonprod,application,application,informational,7,4.258
APP_162-nonprod,APP_200-nonprod,application,application,asynchronous,7,4.858
APP_162-nonprod,APP_069-nonprod,application,application,near-real-time,10,5.458
APP_162-nonprod,APP_164-nonprod,application,application,informational,7,4.258
APP_162-nonprod,SRV-N171,application,server,fallback,1,3.658
APP_163-prod,SRV-P018,application,server,near-real-time,1,3.934
APP_163-prod,SRV-P156,application,server,informational,7,3.634
APP_163-prod,DB-P049,application,database,asynchronous,2,3.734
APP_163-prod,APP_259-prod,application,application,asynchronous,4,3.934
APP_163-prod,SRV-P004,application,server,fallback,1,3.034
APP_163-nonprod,SRV-N006,application,server,asynchronous,5,4.586
APP_163-nonprod,APP_122-nonprod,application,application,batch,10,4.786
APP_163-nonprod,APP_125-nonprod,application,application,asynchronous,10,5.086
APP_163-nonprod,SRV-N016,application,server,fallback,1,3.586
APP_164-prod,SRV-P096,application,server,asynchronous,6,5.124
APP_164-prod,APP_193-nonprod,application,application,near-real-time,5,5.324
APP_164-prod,SRV-P010,application,server,fallback,1,4.024
APP_164-nonprod,SRV-N186,application,server,asynchronous,6,4.56
APP_164-nonprod,DB-N043,application,database,synchronous,5,5.06
APP_164-nonprod,APP_021-nonprod,application,application,asynchronous,5,4.46
APP_164-nonprod,APP_214-nonprod,application,application,asynchronous,10,4.96
APP_164-nonprod,SRV-N074,application,server,fallback,1,3.46
APP_165-prod,SRV-P059,application,server,batch,5,4.358
APP_165-prod,DB-P044,application,database,near-real-time,4,4.858
APP_165-prod,APP_028-nonprod,application,application,informational,7,4.258
APP_165-prod,APP_128-prod,application,application,batch,7,4.558
APP_165-prod,APP_114-nonprod,application,application,asynchronous,8,4.958
APP_165-prod,APP_196-nonprod,application,application,asynchronous,4,4.558
APP_165-prod,SRV-P047,application,server,fallback,1,3.658
APP_165-nonprod,SRV-N162,application,server,synchronous,3,4.776
APP_165-nonprod,SRV-N126,application,server,synchronous,2,4.676
APP_165-nonprod,SRV-N163,application,server,fallback,1,3.376
APP_166-prod,SRV-P053,application,server,synchronous,5,5.042
APP_166-prod,APP_282-nonprod,application,application,batch,8,4.442
APP_166-prod,APP_105-nonprod,application,application,near-real-time,7,4.942
APP_166-prod,APP_041-prod,application,application,asynchronous,10,4.942
APP_166-prod,APP_240-nonprod,application,application,near-real-time,5,4.742
APP_166-prod,SRV-P185,application,server,fallback,1,3.442
APP_166-nonprod,SRV-N063,application,server,asynchronous,6,5.214
APP_166-nonprod,DB-N032,application,database,asynchronous,1,4.714
APP_166-nonprod,DB-N074,application,database,asynchronous,3,4.914
APP_166-nonprod,APP_140-nonprod,application,application,batch,8,5.114
APP_166-nonprod,SRV-N124,application,server,fallback,1,4.114
APP_167-prod,SRV-P093,application,server,asynchronous,6,4.47
APP_167-prod,APP_227-prod,application,application,asynchronous,5,4.37
APP_167-prod,APP_223-prod,application,application,batch,5,4.07
APP_167-prod,APP_248-prod,application,application,synchronous,1,4.57
APP_167-prod,SRV-P098,application,server,fallback,1,3.37
APP_167-nonprod,SRV-N022,application,server,batch,4,3.946
APP_167-nonprod,SRV-N077,application,server,asynchronous,6,4.446
APP_167-nonprod,APP_090-nonprod,application,application,near-real-time,7,4.846
APP_167-nonprod,APP_239-nonprod,application,application,near-real-time,7,4.846
APP_167-nonprod,APP_146-nonprod,application,application,asynchronous,6,4.446
APP_167-nonprod,APP_248-nonprod,application,application,synchronous,6,5.046
APP_167-nonprod,SRV-N035,application,server,fallback,1,3.346
APP_168-prod,SRV-P121,application,server,synchronous,3,5.19
APP_168-prod,SRV-P049,application,server,synchronous,6,5.49
APP_168-prod,SRV-P129,application,server,batch,5,4.49
APP_168-prod,DB-P063,application,database,asynchronous,4,4.69
APP_168-prod,APP_203-nonprod,application,application,informational,4,4.09
APP_168-prod,APP_192-nonprod,application,application,asynchronous,1,4.39
APP_168-prod,APP_158-nonprod,application,application,asynchronous,9,5.19
APP_168-prod,SRV-P151,application,server,fallback,1,3.79
APP_168-nonprod,SRV-N105,application,server,batch,4,4.24
APP_168-nonprod,APP_291-nonprod,application,application,near-real-time,3,4.74
APP_168-nonprod,APP_225-nonprod,application,application,informational,8,4.34
APP_168-nonprod,APP_180-nonprod,application,application,asynchronous,4,4.54
APP_168-nonprod,SRV-N126,application,server,fallback,1,3.64
APP_169-prod,SRV-P177,application,server,asynchronous,7,5.11
APP_169-prod,SRV-P015,application,server,asynchronous,6,5.01
APP_169-prod,SRV-P109,application,server,batch,6,4.71
APP_169-prod,APP_018-nonprod,application,application,informational,1,3.91
APP_169-prod,APP_186-nonprod,application,application,asynchronous,9,5.31
APP_169-prod,APP_015-prod,application,application,asynchronous,6,5.01
APP_169-prod,SRV-P166,application,server,fallback,1,3.91
APP_169-nonprod,SRV-N067,application,server,asynchronous,4,4.6
APP_169-nonprod,DB-N019,application,database,near-real-time,4,4.9
APP_169-nonprod,DB-N075,application,database,informational,1,3.7
APP_169-nonprod,APP_007-nonprod,application,application,synchronous,7,5.5
APP_169-nonprod,SRV-N024,application,server,fallback,1,3.7
APP_170-prod,SRV-P183,application,server,informational,2,3.662
APP_170-prod,SRV-P102,application,server,batch,2,3.962
APP_170-prod,SRV-P021,application,server,asynchronous,1,4.162
APP_170-prod,APP_085-nonprod,application,application,batch,9,4.662
APP_170-prod,APP_130-prod,application,application,asynchronous,4,4.462
APP_170-prod,APP_257-nonprod,application,application,informational,10,4.462
APP_170-prod,SRV-P169,application,server,fallback,1,3.562
APP_170-nonprod,SRV-N151,application,server,near-real-time,3,4.992
APP_170-nonprod,SRV-N106,application,server,batch,1,4.192
APP_170-nonprod,DB-N012,application,database,synchronous,1,5.092
APP_170-nonprod,DB-N074,application,database,batch,6,4.692
APP_170-nonprod,APP_074-nonprod,application,application,near-real-time,5,5.192
APP_170-nonprod,APP_108-nonprod,application,application,informational,4,4.192
APP_170-nonprod,SRV-N102,application,server,fallback,1,3.892
APP_171-prod,SRV-P079,application,server,synchronous,5,5.102
APP_171-prod,SRV-P044,application,server,batch,6,4.302
APP_171-prod,SRV-P001,application,server,synchronous,7,5.302
APP_171-prod,DB-P054,application,database,asynchronous,6,4.602
APP_171-prod,DB-P037,application,database,batch,3,4.002
APP_171-prod,APP_091-prod,application,application,asynchronous,2,4.202
APP_171-prod,SRV-P181,application,server,fallback,1,3.502
APP_171-nonprod,SRV-N051,application,server,asynchronous,4,4.252
APP_171-nonprod,DB-N015,application,database,asynchronous,4,4.252
APP_171-nonprod,DB-N028,application,database,near-real-time,2,4.352
APP_171-nonprod,SRV-N192,application,server,fallback,1,3.352
APP_172-prod,SRV-P195,application,server,synchronous,3,5.286
APP_172-prod,DB-P057,application,database,asynchronous,4,4.786
APP_172-prod,APP_056-nonprod,application,application,batch,5,4.586
APP_172-prod,APP_086-prod,application,application,synchronous,6,5.586
APP_172-prod,APP_044-nonprod,application,application,asynchronous,3,4.686
APP_172-prod,APP_142-nonprod,application,application,synchronous,5,5.486
APP_172-prod,SRV-P008,application,server,fallback,1,3.886
APP_172-nonprod,SRV-N061,application,server,asynchronous,3,4.368
APP_172-nonprod,SRV-N173,application,server,batch,6,4.368
APP_172-nonprod,SRV-N003,application,server,synchronous,7,5.368
APP_172-nonprod,APP_022-nonprod,application,application,synchronous,1,4.768
APP_172-nonprod,APP_269-nonprod,application,application,batch,3,4.068
APP_172-nonprod,APP_194-nonprod,application,application,asynchronous,1,4.168
APP_172-nonprod,APP_137-nonprod,application,application,informational,4,3.868
APP_172-nonprod,SRV-N122,application,server,fallback,1,3.568
APP_173-prod,SRV-P155,application,server,asynchronous,4,5.188
APP_173-prod,SRV-P095,application,server,asynchronous,2,4.988
APP_173-prod,DB-P041,application,database,batch,2,4.688
APP_173-prod,APP_205-nonprod,application,application,asynchronous,2,4.988
APP_173-prod,APP_030-prod,application,application,informational,6,4.788
APP_173-prod,SRV-P085,application,server,fallback,1,4.288
APP_173-nonprod,SRV-N001,application,server,asynchronous,5,4.55
APP_173-nonprod,DB-N052,application,database,batch,2,3.95
APP_173-nonprod,DB-N018,application,database,synchronous,4,5.05
APP_173-nonprod,SRV-N136,application,server,fallback,1,3.55
APP_174-prod,SRV-P180,application,server,batch,3,3.39
APP_174-prod,SRV-P064,application,server,asynchronous,4,3.79
APP_174-prod,DB-P061,application,database,asynchronous,7,4.09
APP_174-prod,DB-P025,application,database,synchronous,6,4.59
APP_174-prod,APP_009-nonprod,application,application,asynchronous,2,3.59
APP_174-prod,APP_024-prod,application,application,informational,8,3.59
APP_174-prod,SRV-P189,application,server,fallback,1,2.89
APP_174-nonprod,SRV-N174,application,server,asynchronous,6,4.626
APP_174-nonprod,SRV-N156,application,server,asynchronous,2,4.226
APP_174-nonprod,DB-N011,application,database,asynchronous,5,4.526
APP_174-nonprod,DB-N061,application,database,informational,7,4.126
APP_174-nonprod,SRV-N188,application,server,fallback,1,3.526
APP_175-prod,SRV-P076,application,server,asynchronous,2,4.334
APP_175-prod,SRV-P183,application,server,synchronous,3,5.034
APP_175-prod,DB-P074,application,database,batch,6,4.434
APP_175-prod,DB-P065,application,database,synchronous,4,5.134
APP_175-prod,APP_045-nonprod,application,application,near-real-time,7,5.134
APP_175-prod,APP_282-prod,application,application,informational,7,4.234
APP_175-prod,APP_240-nonprod,application,application,near-real-time,7,5.134
APP_175-prod,SRV-P115,application,server,fallback,1,3.634
APP_175-nonprod,SRV-N124,application,server,asynchronous,2,3.98
APP_175-nonprod,APP_109-nonprod,application,application,near-real-time,9,4.98
APP_175-nonprod,SRV-N169,application,server,fallback,1,3.28
APP_176-prod,SRV-P023,application,server,synchronous,7,5.092
APP_176-prod,SRV-P184,application,server,synchronous,4,4.792
APP_176-prod,SRV-P084,application,server,informational,4,3.592
APP_176-prod,DB-P029,application,database,batch,1,3.592
APP_176-prod,APP_064-prod,application,application,asynchronous,7,4.492
APP_176-prod,APP_275-prod,application,application,asynchronous,7,4.492
APP_176-prod,APP_253-prod,application,application,synchronous,5,4.892
APP_176-prod,SRV-P178,application,server,fallback,1,3.292
APP_176-nonprod,SRV-N058,application,server,informational,7,4.702
